subject,catalog_nbr,units_maximum,course_title_long,prereq,hub
CFAMP,730,0.0,Opera Institute,,
CFAMP,731,2.0,Selected Topics in Song Literature,,
CFAMP,732,2.0,Production: Rehearsal and Performance,,
CFAMP,734,1.0,ACTING SEMINAR,,
CFAMP,735,2.0,Vocal Pedagogy 1,,
CFAMP,736,1.0,CONV ITALIAN 1,,
CFAMP,737,1.0,CONV ITALIAN 2,,
CFAMP,738,1.0,CONV ITALIAN 3,,
CFAMP,739,1.0,Conversational Italian for the Opera Professional,,
CFAMP,741,1.0,Special Topics in String Literature,,
CFAMP,781,2.0,Special Topics in Performance Practice 1,,
CFAMP,782,2.0,Special Topics in Performance Practice 2,,
CFAMP,791,2.0,Choral Repertory and Performance Style 1,,
CFAMP,792,2.0,Choral Repertory and Performance Style 2,,
CFAMP,794,3.0,Choral Repertory/Performance 1,,
CFAMP,795,3.0,Choral Repertory and Performance 2,,
CFAMP,799,4.0,MASTER'S THESIS,,
CFAMP,810,3.0,Hymns and Their Music,,
CFAMP,850,4.0,SP TPS: MUSIC,,
CFAMP,891,2.0,Choral Repertoire of the Renaissance,,
CFAMP,892,2.0,Choral Repertoire of the Baroque,,
CFAMP,893,2.0,Choral Repertoire of the Late Classical and Romantic Periods,,
CFAMP,894,2.0,Choral Repertoire of Twentieth Century and Contemporary Composers,,
CFAMP,895,3.0,CHRLREP RENAISS,,
CFAMP,896,3.0,CHRLREP BAR CLA,,
CFAMP,897,3.0,CHRLREP CLA ROM,,
CFAMP,899,4.0,Independent Project/Directed Study,,
CFAMP,929,4.0,"Research, Directed Study, and Performance in Conducting",,
CFAMP,979,4.0,RDS&PRF CNDCTNG,,
CFAMP,990,0.0,CONTINUING STDY,,
CFAMP,995,3.0,DMA DISSRTATION,,
CFAMP,996,0.0,DMA DISS CONT,,
CFAMP,998,0.0,DMA RECTL CONT,,
CFAMP,999,0.0,RT CONT STUDY,,
CFAMT,101,3.0,Music Theory 1,,
CFAMT,102,3.0,Music Theory 2,CFA MT 101,
CFAMT,105,4.0,Elements of Music Theory,,"Aesthetic Exploration, Creativity/Innovation"
CFAMT,106,4.0,Elements of Music Theory 2,,
CFAMT,111,1.0,Aural Skills 1,,
CFAMT,112,1.0,Aural Skills 2,CFA MT 111 or placement by exam,
CFAMT,121,2.0,Basic Composition 1,,
CFAMT,122,2.0,Basic Composition 2,CFA MT 121,
CFAMT,201,3.0,Music Theory 3,CFA MT102,"Aesthetic Exploration, Quantitative Reasoning I, Creativity/Innovation"
CFAMT,202,3.0,Music Theory 4,CFA MT201,"Aesthetic Exploration, Quantitative Reasoning I, Creativity/Innovation"
CFAMT,211,1.0,Aural Skills 3,CFA MT 111 and MT 112 or placement by exam.Continuation of CFA MT 112,
CFAMT,212,1.0,Aural Skills 4,"CFA MT 111, MT 112, and MT 211 or placement by exam",
CFAMT,221,2.0,Composition 3,CFA MT 122,
CFAMT,222,2.0,Composition 4,CFA MT 221,
CFAMT,301,2.0,Music Theory 5,CFA MT202,
CFAMT,302,2.0,Music Theory 6,CFA MT301,
CFAMT,311,1.0,Aural Skills 5,"CFA MT 111, MT 112, MT 211, and MT 212 or placement by exam",
CFAMT,321,2.0,Composition 5,CFA MT 222,
CFAMT,322,2.0,Composition 6,CFA MT 321,
CFAMT,341,2.0,Modal Counterpoint 1,CFA MT 102,
CFAMT,342,2.0,Tonal Counterpoint 2,,
CFAMT,400,2.0,Graduate Theory Review,,
CFAMT,401,2.0,Graduate Theory Review,,
CFAMT,411,3.0,Music Theories of the World,,
CFAMT,421,3.0,Senior Composition 7,CFA MT 322,
CFAMT,422,3.0,Senior Composition 8,CFA MT 421,
CFAMT,431,2.0,Orchestration 1,,
CFAMT,432,2.0,Orchestration 2,CFA MT 431,
CFAMT,435,2.0,Composing with Electronic Sounds and Computers 1,,
CFAMT,436,2.0,Composing with Electronic Sounds and Computers 2,CFA MT 435 or equivalent experience and permission from instructor,
CFAMT,437,2.0,Composing with Electronic Sounds and Computers 3,CFA MU 412/612 or equivalent experience and permission of instructor,
CFAMT,441,4.0,Acoustical and Psychoacoustical Basis of Music,,
CFAMT,472,4.0,Music Perception and Cognition,,"Social Inquiry II, Quantitative Reasoning II, Research and Information Literacy"
CFAMT,499,4.0,Independent Study: Undergraduates,,
CFAMT,520,0.0,Composers' Forum,,
CFAMT,561,2.0,Theory Practicum 1,,
CFAMT,562,2.0,Theory Practicum 2,,
CFAMT,600,4.0,Analytical Techniques,CFAME 750,
CFAMT,601,3.0,Analytical Techniques 1,,
CFAMT,602,3.0,Analytical Techniques 2,,
CFAMT,611,3.0,Music Theories of the World,,
CFAMT,621,3.0,Graduate Composition,Two years of composition,
CFAMT,630,4.0,Orchestration,CFAMT 600: Orchestration 1,
CFAMT,631,4.0,Orchestration 1,,
CFAMT,632,4.0,Orchestration 2,CFA MT 631,
CFAMT,635,2.0,Composing with Electronic Sounds and Computers 1,,
CFAMT,636,2.0,Composing with Electronic Sounds and Computers 2,CFA MT 635 or equivalent experience and permission from instructor,
CFAMT,637,2.0,Composing with Electronic Sounds and Computers 3,CFA MU 412/612 or equivalent experience and permission of instructor,
CFAMT,641,2.0,Modal Counterpoint,,
CFAMT,642,2.0,Tonal Counterpoint,,
CFAMT,645,2.0,Contemporary Techniques 1,,
CFAMT,651,2.0,PED MUS THRY 1,,
CFAMT,652,2.0,PED MUS THRY 2,,
CFAMT,657,2.0,Pedagogy of Music Theory 1,,
CFAMT,658,2.0,Pedagogy of Music Theory 2,,
CFAMT,661,3.0,Schenkerian Analysis,,
CFAMT,665,3.0,Schenkerian Analysis,,
CFAMT,668,3.0,Understanding Opera,,
CFAMT,671,2.0,Fugue,,
CFAMT,672,2.0,Advanced Tonal Composition,,
CFAMT,681,3.0,Music of Our Time: Composers and Repertoire,,
CFAMT,699,4.0,Master's Thesis,,
CFAMT,701,3.0,Doctoral Proseminar-Skills,,
CFAMT,702,3.0,Doctoral Proseminar-Analysis,,
CFAMT,711,3.0,Music Theories of the World,,
CFAMT,741,2.0,Tonal Counterpoint,,
CFAMT,751,3.0,Special Topics in Theory and Analysis,,
CFAMT,752,3.0,ADV CNTMP ANALY,,
CFAMT,753,3.0,SP TOP TH&ANALY,,
CFAMT,761,3.0,Advanced Tonal Analysis,CFA MT 601,
CFAMT,762,3.0,Advanced Contemporary Analysis,,
CFAMT,763,3.0,PERF & ANALYSIS,,
CFAMT,765,3.0,ADV SCHNK ANLYS,,
CFAMT,771,3.0,Performance and Analysis,,
CFAMT,772,3.0,Music Perception and Cognition,,"Social Inquiry II, Quantitative Reasoning II, Research and Information Literacy"
CFAMT,781,4.0,Jazz and Popular Arranging,CFA MT600,
CFAMT,799,4.0,Master's Thesis,,
CFAMT,851,3.0,Seminar in Theory,CFA MU 601 or equivalent,
CFAMT,852,3.0,SEMTHRY2:CONTEM,,
CFAMT,861,3.0,Seminar in Tonal Theory,CFA MT 601 or equivalent,
CFAMT,862,3.0,Seminar in Post-Tonal Theory,CFA MT 602 or equivalent,
CFAMT,889,4.0,IND PROJECT/DS,,
CFAMT,899,4.0,Independent Project/Directed Study,,
CFAMT,921,4.0,Research and Directed Study in Theory/Composition,consent of instructor,
CFAMT,990,0.0,CONTINUING STDY,,
CFAMT,995,3.0,DMA DISSRTATION,,
CFAMT,996,0.0,DMA DISS CONT,,
CFAMU,87,0.0,Winter Drumline,,
CFAMU,88,0.0,Winter Guard,,
CFAMU,90,0.0,CHAMBER MUSIC,,
CFAMU,91,0.0,Marching Band,,
CFAMU,92,0.0,Concert Band,,
CFAMU,93,0.0,Pep Band,,
CFAMU,94,0.0,Jazz Ensemble,,
CFAMU,95,0.0,Jazz Combo,,
CFAMU,96,0.0,Jazz Workshop,,
CFAMU,97,0.0,All Campus Orchestra,,
CFAMU,98,0.0,University Choruses,,
CFAMU,99,0.0,Symphonic Chorus,,
CFAMU,100,0.0,Concert Music,,
CFAMU,101,3.0,Music Theory 1,,
CFAMU,102,3.0,Music Theory 2,,
CFAMU,103,3.0,Honors Theory 1,Placement by exam only,
CFAMU,104,3.0,Honors Theory I,"MU103 - Understanding of chord grammar through study of voice leading, counterpoint, figured bass, and harmonization of melodies",
CFAMU,106,1.0,Introduction to Musicianship,,
CFAMU,107,1.0,Ear-Training and Sight-Singing 1,CFA MU106 or placement by exam,
CFAMU,108,1.0,Ear-Training and Sight-Singing 2,CFA MU 107 or placement by examination,
CFAMU,111,4.0,Elements of Music Theory 1,,
CFAMU,112,4.0,Elements of Music Theory 2,"CFA MU111 - Elementary problems in voice leading and analysis of simpler music from different periods, focusing on the structuring elements of composition",
CFAMU,119,2.0,Music Appreciation,,
CFAMU,120,2.0,Music Appreciation 2,CFA MU119 - Basic materials of music; analysis of masterpieces of music with reference to cultural background; group attendance of concerts with preliminary discussion period,
CFAMU,125,3.0,Acting for Singers,,
CFAMU,126,3.0,Acting for Singers,,
CFAMU,139,1.0,NON-MJRS OTHER,,
CFAMU,140,0.5,NON-MJRS OTHER,,
CFAMU,141,1.0,NON-MJRS WOODWN,,
CFAMU,142,0.5,NON-MJRS WOODWN,,
CFAMU,143,1.0,NON-MJRS BR/PER,,
CFAMU,144,0.5,NON-MJRS BR/PER,,
CFAMU,145,1.0,Non-Majors Voice,,
CFAMU,146,0.5,Non-majors Voice,,
CFAMU,147,1.0,Non-majors Strings,,
CFAMU,148,0.5,Non-majors Strings,,
CFAMU,149,1.0,Non-Majors Piano,,
CFAMU,150,0.5,Non-Majors Piano,,
CFAMU,151,1.0,Group Piano 1,,
CFAMU,152,1.0,Group Piano 2,CFA MU151 or placement by audition,
CFAMU,153,1.0,Group Piano 3,CFA MU151 and MU152 or placement by audition,
CFAMU,157,1.0,FUNC PIANO CLAS,,
CFAMU,158,1.0,FUNC PIANO CLAS,,
CFAMU,159,1.0,Class Organ,,
CFAMU,160,1.0,Class Voice 1,,
CFAMU,164,1.0,String Class,,
CFAMU,176,1.0,Class Woodwinds,,
CFAMU,180,1.0,Class Brass,,
CFAMU,183,1.0,Class Percussion,,
CFAMU,184,1.0,"Group Guitar- Sec. A, B, C",,
CFAMU,185,1.0,Marching Band,,
CFAMU,186,1.0,Pep Band,,
CFAMU,187,1.0,Winter Drumline,,
CFAMU,188,1.0,Winter Guard,,
CFAMU,189,1.0,Pep Band II,,
CFAMU,190,1.0,All-Campus Chamber Music,,
CFAMU,191,1.0,Marching Band,,
CFAMU,192,1.0,Concert Band,,
CFAMU,193,1.0,Pep Band,,
CFAMU,194,1.0,Jazz Ensemble,,
CFAMU,195,1.0,Jazz Combo,,
CFAMU,196,1.0,Jazz Workshop,,
CFAMU,197,1.0,All-Campus Orchestra,,
CFAMU,198,1.0,University Choruses,,
CFAMU,199,1.0,Symphonic Chorus,,
CFAMU,201,3.0,Music Theory 3,CFA MU101 and MU102 or placement by exam,
CFAMU,202,3.0,Music Theory 4,"CFA MU101, MU102 and MU201 or placement by exam",
CFAMU,203,3.0,Honors Theory 3,CFA MU103 and MU104 or placement by exam,
CFAMU,204,3.0,Honors Theory 4,"CFA MU103, MU104, and MU203 or placement by exam",
CFAMU,207,1.0,Ear-Training and Sight-Singing 3,CFA MU107 and MU108 or placement by exam,
CFAMU,208,1.0,Ear-Training and Sight-Singing 4,CFA MU 207 or placement by examination,
CFAMU,212,4.0,Elements of Music Theory 4,CFA MU111 and MU112,
CFAMU,215,1.0,Keyboard Sight Reading,,
CFAMU,216,1.0,Keyboard Sight Reading,,
CFAMU,221,3.0,History and Literature of Music 1,CFA Music majors only,
CFAMU,222,3.0,History and Literature of Music 2,CFA MU221 and CFA Music major,
CFAMU,223,4.0,History and Literature of Music 1,,
CFAMU,224,4.0,History and Literature of Music 2,,
CFAMU,225,4.0,Jazz Music,,
CFAMU,228,4.0,Masterpieces of Western Music,,
CFAMU,229,4.0,Masterpieces of Opera,,
CFAMU,240,4.0,Ludwig van Beethoven,,
CFAMU,242,4.0,Music and Society,,
CFAMU,245,2.0,Popular Music,,
CFAMU,246,3.0,Popular Music: The Rolling Stones,,
CFAMU,247,3.0,Popular Music: The Beatles,,
CFAMU,248,3.0,Popular Music: World Beat,,
CFAMU,249,3.0,Popular Music: Funk,,
CFAMU,261,2.0,Music Education 1,,
CFAMU,263,2.0,Music Experiences for Classroom Teachers,,
CFAMU,264,2.0,Music and Movement in Early Childhood,,
CFAMU,275,2.0,Jazz 1: Performance and Context,,
CFAMU,276,2.0,Jazz 2: Performance and Context,,
CFAMU,278,1.0,Conducting 2,,
CFAMU,291,1.0,Introduction to Opera,,
CFAMU,292,1.0,Introduction to Opera 2,,
CFAMU,295,1.0,Phonetics for Singing,"Voice majors - The study of Italian, French, English, and German lyric diction through use of the international phonetic alphabet",
CFAMU,296,1.0,Phonetics for Singing,"CFA MU295 Voice majors - The study of Italian, French, English, and German lyric diction through use of the international phonetic alphabet",
CFAMU,300,0.0,Composers' Forum,,
CFAMU,301,2.0,Music Theory 5,CFA MU202 - Individual musicianship problems developed according to the major area of study,
CFAMU,302,2.0,Music Theory 6,CFA MU301 or placement by exam,
CFAMU,303,2.0,Instrumentation 1,,
CFAMU,304,2.0,Honors Theory 5,CFA MU204 or placement by exam,
CFAMU,308,2.0,"Piano Pedagogy and Practicum I, II",,
CFAMU,309,2.0,Pedagogy,,
CFAMU,321,3.0,History and Literature of Music 3,CFA MU221 and MU222,
CFAMU,322,3.0,Renaissance Music,CFA MU 221/223 and 222/224,
CFAMU,323,3.0,Baroque Music,CFA MU 221/223 and 222/224,
CFAMU,324,3.0,Music in the Classical Period,CFA MU 221/223 and 222/224,
CFAMU,325,3.0,Romantic Music,,
CFAMU,326,3.0,Music After 1900,CFA MU 221/223 and 222/224,
CFAMU,327,3.0,Selected Topics in Music History,CFA MU 221/223 and 222/224,
CFAMU,328,3.0,Opera,CFA MU 221/223 and 222/224,
CFAMU,329,3.0,Performance Practice,CFA MU 221/223 and 222/22,
CFAMU,331,4.0,MEDIEVAL MUSIC,,
CFAMU,332,4.0,Renaissance Music,CFA MU 221/223 and 222/224,
CFAMU,333,4.0,Baroque Music,CFA MU 221/223 and 222/224,
CFAMU,334,4.0,Music in the Classical Period,CFA MU 221/223 and 222/224,
CFAMU,335,4.0,Romantic Music,CFA MU 221/223 and 222/224,
CFAMU,336,4.0,Music After 1900,CFA MU 221/223 and 222/224,
CFAMU,337,4.0,Selected Topics in Music History,CFA MU 221/223 and 222/224,
CFAMU,338,4.0,Opera,CFA MU 221/223 and 222/224,
CFAMU,339,4.0,Performance Practice,CFA MU 221/223 and 222/22,
CFAMU,340,3.0,Musical Cultures of the World,open to all students,
CFAMU,341,3.0,Topics in World Music,none,
CFAMU,342,3.0,Jazz Music,open to all students,
CFAMU,343,3.0,Popular Music and Culture,open to all students,
CFAMU,344,3.0,Interdisciplinary Topics in Music History,open to all students,
CFAMU,345,3.0,MUSIC OF AFRICA,,
CFAMU,350,4.0,Musical Cultures of the World,open to all students,
CFAMU,351,4.0,Topics in World Music,none,
CFAMU,352,4.0,Jazz Music,open to all students,
CFAMU,353,4.0,Popular Music and Culture,open to all students,
CFAMU,354,4.0,Interdisciplinary Topics in Music History,open to all students,
CFAMU,355,4.0,MUSIC OF AFRICA,,
CFAMU,361,4.0,Music Education 2,,
CFAMU,362,4.0,Music Education 3,,
CFAMU,365,4.0,Music and the Holocaust,"First-Year writing seminar (CASWR 100 or 120.) - History and music of composers targeted during the Holocaust: classical music, jazz, and cabaret musical styles banned as ""degenerate"" by the Nazis",
CFAMU,371,4.0,Student-Teaching Practicum 1,,
CFAMU,372,4.0,Student-Teaching Practicum 2; 5-8,,
CFAMU,373,2.0,"Pedagogy and Practicum I, II",Non-music education majors,
CFAMU,374,2.0,String Pedagogy and Practicum 2,Non-music education majors,
CFAMU,375,4.0,Student-Teaching Practicum 3; 8-12,,
CFAMU,376,4.0,Practicum 4,,
CFAMU,377,2.0,Intro to Conducting,,
CFAMU,378,2.0,Choral Conducting,,
CFAMU,379,2.0,Instrumental Conducting 1,,
CFAMU,380,2.0,Instrumental Conducting,,
CFAMU,381,2.0,Pedagogy & Practicum 3,,
CFAMU,382,2.0,Pedagogy & Practicum 4,,
CFAMU,394,1.0,Opera Project,,
CFAMU,395,1.0,Opera Project,,
CFAMU,396,1.0,CNCRT REPERTORY,,
CFAMU,397,2.0,Performance Techniques for the Singing Actor 1,Voice Majors,
CFAMU,398,2.0,Performance Techniques for the Singing Actor 2,,
CFAMU,400,2.0,Graduate Theory Review,,
CFAMU,401,2.0,Graduate Theory Review 1,,
CFAMU,402,2.0,Graduate Theory Survey II,,
CFAMU,403,2.0,Jazz and Popular Arranging,,
CFAMU,405,2.0,Counterpoint 1,CFA MU 102,
CFAMU,406,2.0,Tonal Counterpoint [Counterpoint 2],,
CFAMU,407,1.0,Ear-Training and Sight-Singing 5,"CFA MU107, MU108, MU207, and MU208 or placement by exam",
CFAMU,409,4.0,IND STUDY UNDGR,,
CFAMU,410,4.0,Independent Study in Music Education,"approval of advisor, the faculty member who is to supervise study, and department chairman",
CFAMU,411,2.0,Composing with Electronic Sounds and Computers 1,,
CFAMU,412,2.0,Composing with Electronic Sounds and Computers 2,CFA MU411 or MU611 or equivalent experience and permission from instructor,
CFAMU,413,2.0,Composing with Electronic Sounds and Computers 3,CFA MU 412/612 or equivalent experience and permission of instructor,
CFAMU,415,2.0,Graduate Music History Review I,,
CFAMU,416,2.0,Teaching and Learning of Traditional American Music,,
CFAMU,420,3.0,WORLD MUS& CULT,,
CFAMU,421,1.0,Introduction to the Organ,,
CFAMU,424,4.0,Jewish Music,,
CFAMU,425,4.0,The Holocaust and Music,,
CFAMU,438,1.0,German Diction,,
CFAMU,439,1.0,French Diction,,
CFAMU,440,1.0,Italian Diction,,
CFAMU,441,1.0,English Diction,,
CFAMU,442,1.0,Voice Elective,,
CFAMU,443,2.0,Chamber Repertoire for Pianists 1,,
CFAMU,444,2.0,Chamber Repertoire for Pianists 2,,
CFAMU,447,1.0,Collegium Musicum Practicum 1,,
CFAMU,448,1.0,Collegium Musicum Practicum 2,,
CFAMU,449,2.0,Senior Independent Work for Distinction,,
CFAMU,450,1.0,Harpsichord for Keyboard Majors,,
CFAMU,451,3.0,Church Music 1,,
CFAMU,452,3.0,Church Music II,,
CFAMU,453,2.0,Keyboard/Harmony and Improvisation,,
CFAMU,454,2.0,Keyboard/Harmony and Improvisation,,
CFAMU,455,1.0,Student Repertoire Coaching,,
CFAMU,456,4.0,Student Repertoire Coaching,,
CFAMU,457,4.0,Applied Lessons BU Academy,,
CFAMU,463,2.0,Creativity and Imagination in General Music,CFA MU 361 or permission of instructor,
CFAMU,465,2.0,Curriculum Planning for General Music,,
CFAMU,466,4.0,African Music,,
CFAMU,470,2.0,Honors Seminar,permission of instructor,
CFAMU,471,2.0,Music Education 4: Choral,,
CFAMU,472,2.0,Music Education 4: Instrumental,,
CFAMU,473,2.0,Organ Literature 1,,
CFAMU,474,2.0,Organ Literature 2,,
CFAMU,475,2.0,Advanced Choral Conducting,,
CFAMU,476,2.0,Advanced Choral Conducting,,
CFAMU,477,2.0,Choral Repertory and Performance Style 1,,
CFAMU,478,2.0,Choral Repertory and Performance Style 2,,
CFAMU,479,2.0,Song Literature 1,,
CFAMU,480,2.0,SONG LIT 2,,
CFAMU,481,2.0,Song Literature 3,,
CFAMU,485,2.0,Music Education 5,,
CFAMU,486,1.0,Orchestral Technique,,
CFAMU,488,1.0,Advanced Performance Seminar,,
CFAMU,489,2.0,INST REP&PRF ST,,
CFAMU,491,2.0,String Literature 1,,
CFAMU,492,2.0,String Literature 2: Solo,,
CFAMU,493,2.0,STRING LIT 3,,
CFAMU,494,2.0,Opera Literature 1,,
CFAMU,495,2.0,Capstone Project 1,,
CFAMU,496,2.0,Capstone Project 2,,
CFAMU,497,2.0,Advanced Instrumental Conducting,,
CFAMU,500,4.0,Directed Study,,
CFAMU,501,4.0,Piano,,
CFAMU,502,4.0,Piano,,
CFAMU,503,4.0,Harpsichord,,
CFAMU,504,4.0,Harpsichord,,
CFAMU,505,4.0,Organ,,
CFAMU,506,4.0,Organ,,
CFAMU,507,4.0,Voice,,
CFAMU,508,4.0,Voice,,
CFAMU,509,4.0,Violin,,
CFAMU,510,4.0,Violin,,
CFAMU,511,4.0,Viola,,
CFAMU,512,4.0,Viola,,
CFAMU,513,4.0,Cello,,
CFAMU,514,4.0,Cello,,
CFAMU,515,4.0,String Bass,,
CFAMU,516,4.0,String Bass,,
CFAMU,517,4.0,Flute,,
CFAMU,518,4.0,Flute,,
CFAMU,519,4.0,Oboe,,
CFAMU,520,4.0,Oboe,,
CFAMU,521,4.0,Clarinet,,
CFAMU,522,4.0,Clarinet,,
CFAMU,523,4.0,Bassoon,,
CFAMU,524,4.0,Bassoon,,
CFAMU,525,4.0,Saxophone,,
CFAMU,526,4.0,Saxophone,,
CFAMU,527,4.0,Trumpet,,
CFAMU,528,4.0,Trumpet,,
CFAMU,529,4.0,French Horn,,
CFAMU,530,4.0,French Horn,,
CFAMU,531,4.0,Trombone,,
CFAMU,532,4.0,Trombone,,
CFAMU,533,4.0,Euphonium,,
CFAMU,534,4.0,Euphonium,,
CFAMU,535,4.0,Special Topics: Music,,
CFAMU,536,4.0,Tuba,,
CFAMU,537,4.0,Percussion,,
CFAMU,538,4.0,Percussion,,
CFAMU,539,4.0,Harp,,
CFAMU,540,4.0,Harp,,
CFAMU,541,4.0,Classical Guitar,,
CFAMU,542,4.0,Classical Guitar,,
CFAMU,543,4.0,Art of Singing: Negro Spiritual,,
CFAMU,544,4.0,Lute,,
CFAMU,545,2.0,Phonetics for Choral Conducting,,
CFAMU,546,4.0,Baroque Flute,,
CFAMU,547,4.0,Baroque Violin,,
CFAMU,548,4.0,Baroque Violin,,
CFAMU,549,4.0,Viola Da Gamba,,
CFAMU,550,1.0,Viola Da Gamba,,
CFAMU,551,1.0,Building your Professional Presence,,
CFAMU,552,2.0,Jewish Music of North Africa and the Middle East,,
CFAMU,553,4.0,Repertoire Coaching for Pianists,,
CFAMU,554,4.0,Repertoire Coaching for Pianists,,
CFAMU,555,4.0,Recorder,,
CFAMU,556,4.0,Recorder,,
CFAMU,557,4.0,Baroque Oboe,,
CFAMU,558,4.0,Baroque Oboe,,
CFAMU,559,4.0,World Music and Culture,none,
CFAMU,560,1.0,Performance Internship,,
CFAMU,561,2.0,Basic Compositional Techniques,,
CFAMU,562,2.0,Basic Compositional Techniques,,
CFAMU,563,2.0,Composition 3,"CFA MU 561, 562",
CFAMU,564,2.0,Composition 4,"CFA MU 561, 562",
CFAMU,565,3.0,Composition 5,"CFA MU 562, 564",
CFAMU,566,3.0,Composition 6,"CFA MU 563, 564",
CFAMU,567,4.0,CFA MU 567 A1: World Music Ensemble: African Drumming and Dance,,
CFAMU,568,1.0,Practical Piano 1,,
CFAMU,569,1.0,PRACT PIANO II,,
CFAMU,570,1.0,LG BRASS ENSEM,,
CFAMU,571,4.0,Practicum 1,,
CFAMU,572,4.0,Practicum 2,,
CFAMU,573,1.0,TROMBONE CHOIR,,
CFAMU,574,0.0,COMPOS. SEMINAR,,
CFAMU,575,3.0,Graduate Composition,Two years of composition,
CFAMU,576,4.0,Practicum 3,,
CFAMU,577,4.0,CONDUCTING,,
CFAMU,578,4.0,Practicum 4,,
CFAMU,580,0.0,Viola for Violinists,,
CFAMU,581,1.0,Fortepiano,,
CFAMU,582,1.0,Fortepiano,,
CFAMU,583,4.0,Baroque Viola,,
CFAMU,584,4.0,Baroque Viola,,
CFAMU,587,4.0,Introduction to Music Technology,,
CFAMU,589,4.0,Music Technology Pedagogy,,
CFAMU,591,4.0,Baroque Cello,,
CFAMU,592,4.0,Baroque Cello,,
CFAMU,593,4.0,Baroque Horn,,
CFAMU,594,4.0,Music & Poetry,,
CFAMU,595,1.0,Baroque Violin,,
CFAMU,596,2.0,OPERA CNCRT REP,,
CFAMU,597,4.0,Baroque Horn,,
CFAMU,598,4.0,Baroque Horn,,
CFAMU,600,4.0,Analytical Techniques,,
CFAMU,601,3.0,Analytical Techniques 1,,
CFAMU,602,3.0,Analytical Techniques 2,,
CFAMU,603,2.0,Instrumentation 2,"Intermediate-level scoring for chamber combinations, small and large orchestra and bands, and combined mediums",
CFAMU,604,2.0,Composition for Non-majors,,
CFAMU,605,2.0,Fugue,,
CFAMU,606,2.0,Modal Counterpoint,,
CFAMU,607,2.0,Music for Theatre and Film,"for composers, CFA MU 564, MU 603; for others, permission of instructor",
CFAMU,608,2.0,"Piano Pedagogy and Practicum I, II",,
CFAMU,609,2.0,Theory Practicum 1,,
CFAMU,610,2.0,Theory Practicum 2,,
CFAMU,611,2.0,Composing with Electronic Sounds and Computers 1,,
CFAMU,612,2.0,Composing with Electronic Sounds and Computers 2,CFA MU411 or MU611 or equivalent experience and permission from instructor,
CFAMU,613,2.0,Composing with Electronic Sounds and Computers 3,CFA MU 412/612 or equivalent experience and permission of instructor,
CFAMU,614,2.0,Individual Projects in Electronic and Computer Music,CFA MU 613 or permission of instructor,
CFAMU,615,2.0,Contemporary Techniques 1,,
CFAMU,617,2.0,"Pedagogy of Music Theory I, II",,
CFAMU,618,2.0,"Pedagogy of Music Theory I, II",,
CFAMU,619,2.0,Schenkerian Analysis,,
CFAMU,620,3.0,Schenkerian Analysis,,
CFAMU,621,1.0,Introduction to the Organ,,
CFAMU,622,4.0,History and Literature of the Symphony Orchestra 2,,
CFAMU,623,2.0,Mus Ed I- The Art of Teaching I,,
CFAMU,624,3.0,History and Literature of the Keyboard 1,,
CFAMU,625,3.0,History and Literature of the Keyboard 2,,
CFAMU,626,3.0,History and Literature of the Concerto,,
CFAMU,627,2.0,Jazz History and Performance Techniques 1,,
CFAMU,628,2.0,Jazz History and Performance Techniques 2,,
CFAMU,629,3.0,History and Literature of Opera 1,,
CFAMU,630,3.0,History and Literature of Opera 2,,
CFAMU,631,3.0,History and Literature of Opera 3,,
CFAMU,634,3.0,History and Literature of Chamber Music 2,,
CFAMU,635,3.0,Music of Wagner,,
CFAMU,636,3.0,Interpretation Workshop: The Cantatas of J.S. Bach,,
CFAMU,638,3.0,Music of Franz Joseph Haydn,,
CFAMU,639,3.0,Music of Wolfgang Amadeus Mozart,,
CFAMU,640,3.0,"CFA MU 640: Individual Composer: Style, Context, and Oeuvre",,
CFAMU,641,3.0,Music of Franz Peter Schubert,,
CFAMU,642,3.0,Music of Johannes Brahms,,
CFAMU,643,1.0,Vocal Coaching Skills,,
CFAMU,644,1.0,Vocal Coaching Skills,,
CFAMU,645,3.0,CFA MU 645: Topics in Musical Style,,
CFAMU,646,4.0,Developing the Singing Voice,,
CFAMU,647,3.0,History and Literature of Art Song,,
CFAMU,648,3.0,History and Literature of Large Choral Forms,,
CFAMU,649,2.0,Music Research Techniques,,
CFAMU,650,1.0,Musical Organizations-Instrumental,,
CFAMU,651,4.0,Opera Workshop,,
CFAMU,652,1.0,Freshman Studio,,
CFAMU,653,0.5,MUS ORG-CHORAL,,
CFAMU,654,0.5,CHORAL ENSEMBLE,,
CFAMU,655,1.0,Opera Theater,,
CFAMU,656,1.0,Collaborative Piano Skills,,
CFAMU,657,1.0,NEW MUSIC ENSEM,,
CFAMU,658,1.0,Musical Organization-Contemporary Conducting,,
CFAMU,659,3.0,Music Ed III: Music in Elementary School,CFA MU 660 or consent of instructor,
CFAMU,660,0.0,Musical Organizations-Instrumental,,
CFAMU,661,3.0,Piano Literature 1,,
CFAMU,662,3.0,Piano Literature 2,,
CFAMU,663,3.0,Piano Literature 3,,
CFAMU,664,3.0,Piano Literature 4,,
CFAMU,665,3.0,Music Programs in the Middle and High Schools,CFA MU 659,
CFAMU,666,2.0,West African drumming,,
CFAMU,667,4.0,Honors Seminar in Music Education,,
CFAMU,668,2.0,Mus Ed V: Choral Methods and Materials,,
